datetime,temp_c,year,month,hour,work_capacity,hours_lost
2019-01-01 08:00:00,16.9,2019,1,8,1.0,0.0
2019-01-01 09:00:00,18.7,2019,1,9,1.0,0.0
2019-01-01 10:00:00,21.4,2019,1,10,1.0,0.0
2019-01-01 11:00:00,24.0,2019,1,11,1.0,0.0
2019-01-01 12:00:00,27.6,2019,1,12,0.8939999999999999,0.1060000000000001
2019-01-01 13:00:00,29.9,2019,1,13,0.804,0.19599999999999995
2019-01-01 14:00:00,31.6,2019,1,14,0.7199999999999999,0.28000000000000014
2019-01-01 15:00:00,32.8,2019,1,15,0.6200000000000002,0.3799999999999998
2019-01-01 16:00:00,33.2,2019,1,16,0.5799999999999997,0.42000000000000026
2019-01-01 17:00:00,33.0,2019,1,17,0.6,0.4
2019-01-02 08:00:00,19.5,2019,1,8,1.0,0.0
2019-01-02 09:00:00,20.9,2019,1,9,1.0,0.0
2019-01-02 10:00:00,22.9,2019,1,10,1.0,0.0
2019-01-02 11:00:00,24.8,2019,1,11,0.98,0.020000000000000018
2019-01-02 12:00:00,27.6,2019,1,12,0.8939999999999999,0.1060000000000001
2019-01-02 13:00:00,29.2,2019,1,13,0.8320000000000001,0.16799999999999993
2019-01-02 14:00:00,30.5,2019,1,14,0.775,0.22499999999999998
2019-01-02 15:00:00,31.2,2019,1,15,0.74,0.26
2019-01-02 16:00:00,31.5,2019,1,16,0.725,0.275
2019-01-02 17:00:00,31.1,2019,1,17,0.7449999999999999,0.2550000000000001
2019-01-03 08:00:00,16.2,2019,1,8,1.0,0.0
2019-01-03 09:00:00,17.5,2019,1,9,1.0,0.0
2019-01-03 10:00:00,19.0,2019,1,10,1.0,0.0
2019-01-03 11:00:00,20.8,2019,1,11,1.0,0.0
2019-01-03 12:00:00,22.6,2019,1,12,1.0,0.0
2019-01-03 13:00:00,24.5,2019,1,13,0.9875,0.012499999999999956
2019-01-03 14:00:00,25.8,2019,1,14,0.955,0.04500000000000004
2019-01-03 15:00:00,26.8,2019,1,15,0.9219999999999999,0.07800000000000007
2019-01-03 16:00:00,27.1,2019,1,16,0.9115,0.08850000000000002
2019-01-03 17:00:00,27.0,2019,1,17,0.915,0.08499999999999996
2019-01-04 08:00:00,14.3,2019,1,8,1.0,0.0
2019-01-04 09:00:00,15.7,2019,1,9,1.0,0.0
2019-01-04 10:00:00,17.6,2019,1,10,1.0,0.0
2019-01-04 11:00:00,19.1,2019,1,11,1.0,0.0
2019-01-04 12:00:00,22.2,2019,1,12,1.0,0.0
2019-01-04 13:00:00,24.2,2019,1,13,0.995,0.0050000000000000044
2019-01-04 14:00:00,25.3,2019,1,14,0.9674999999999999,0.032500000000000084
2019-01-04 15:00:00,26.3,2019,1,15,0.9394999999999999,0.06050000000000011
2019-01-04 16:00:00,26.7,2019,1,16,0.9255,0.07450000000000001
2019-01-04 17:00:00,26.6,2019,1,17,0.9289999999999999,0.07100000000000006
2019-01-05 08:00:00,16.1,2019,1,8,1.0,0.0
2019-01-05 09:00:00,17.4,2019,1,9,1.0,0.0
2019-01-05 10:00:00,19.5,2019,1,10,1.0,0.0
2019-01-05 11:00:00,21.5,2019,1,11,1.0,0.0
2019-01-05 12:00:00,24.1,2019,1,12,0.9974999999999999,0.0025000000000000577
2019-01-05 13:00:00,26.0,2019,1,13,0.95,0.050000000000000044
2019-01-05 14:00:00,27.2,2019,1,14,0.908,0.09199999999999997
2019-01-05 15:00:00,27.9,2019,1,15,0.8835000000000001,0.11649999999999994
2019-01-05 16:00:00,28.2,2019,1,16,0.872,0.128
2019-01-05 17:00:00,28.0,2019,1,17,0.88,0.12
2019-01-06 08:00:00,15.1,2019,1,8,1.0,0.0
2019-01-06 09:00:00,16.5,2019,1,9,1.0,0.0
2019-01-06 10:00:00,18.8,2019,1,10,1.0,0.0
2019-01-06 11:00:00,21.0,2019,1,11,1.0,0.0
2019-01-06 12:00:00,23.9,2019,1,12,1.0,0.0
2019-01-06 13:00:00,25.8,2019,1,13,0.955,0.04500000000000004
2019-01-06 14:00:00,27.1,2019,1,14,0.9115,0.08850000000000002
2019-01-06 15:00:00,28.0,2019,1,15,0.88,0.12
2019-01-06 16:00:00,28.5,2019,1,16,0.86,0.14
2019-01-06 17:00:00,28.3,2019,1,17,0.868,0.132
2019-01-07 08:00:00,14.7,2019,1,8,1.0,0.0
2019-01-07 09:00:00,16.2,2019,1,9,1.0,0.0
2019-01-07 10:00:00,18.5,2019,1,10,1.0,0.0
2019-01-07 11:00:00,20.9,2019,1,11,1.0,0.0
2019-01-07 12:00:00,24.1,2019,1,12,0.9974999999999999,0.0025000000000000577
2019-01-07 13:00:00,26.1,2019,1,13,0.9464999999999999,0.0535000000000001
2019-01-07 14:00:00,27.5,2019,1,14,0.8975,0.10250000000000004
2019-01-07 15:00:00,28.6,2019,1,15,0.856,0.14400000000000002
2019-01-07 16:00:00,29.0,2019,1,16,0.8400000000000001,0.15999999999999992
2019-01-07 17:00:00,28.9,2019,1,17,0.8440000000000001,0.15599999999999992
2019-01-08 08:00:00,14.2,2019,1,8,1.0,0.0
2019-01-08 09:00:00,15.6,2019,1,9,1.0,0.0
2019-01-08 10:00:00,18.1,2019,1,10,1.0,0.0
2019-01-08 11:00:00,20.8,2019,1,11,1.0,0.0
2019-01-08 12:00:00,24.2,2019,1,12,0.995,0.0050000000000000044
2019-01-08 13:00:00,26.5,2019,1,13,0.9325,0.0675
2019-01-08 14:00:00,28.1,2019,1,14,0.876,0.124
2019-01-08 15:00:00,29.0,2019,1,15,0.8400000000000001,0.15999999999999992
2019-01-08 16:00:00,29.5,2019,1,16,0.8200000000000001,0.17999999999999994
2019-01-08 17:00:00,29.4,2019,1,17,0.8240000000000001,0.17599999999999993
2019-01-09 08:00:00,14.1,2019,1,8,1.0,0.0
2019-01-09 09:00:00,15.8,2019,1,9,1.0,0.0
2019-01-09 10:00:00,18.4,2019,1,10,1.0,0.0
2019-01-09 11:00:00,21.0,2019,1,11,1.0,0.0
2019-01-09 12:00:00,23.7,2019,1,12,1.0,0.0
2019-01-09 13:00:00,26.0,2019,1,13,0.95,0.050000000000000044
2019-01-09 14:00:00,27.6,2019,1,14,0.8939999999999999,0.1060000000000001
2019-01-09 15:00:00,28.7,2019,1,15,0.8520000000000001,0.1479999999999999
2019-01-09 16:00:00,29.2,2019,1,16,0.8320000000000001,0.16799999999999993
2019-01-09 17:00:00,29.2,2019,1,17,0.8320000000000001,0.16799999999999993
2019-01-10 08:00:00,12.9,2019,1,8,1.0,0.0
2019-01-10 09:00:00,14.6,2019,1,9,1.0,0.0
2019-01-10 10:00:00,17.2,2019,1,10,1.0,0.0
2019-01-10 11:00:00,20.1,2019,1,11,1.0,0.0
2019-01-10 12:00:00,23.1,2019,1,12,1.0,0.0
2019-01-10 13:00:00,25.7,2019,1,13,0.9575,0.04249999999999998
2019-01-10 14:00:00,27.4,2019,1,14,0.901,0.09899999999999998
2019-01-10 15:00:00,28.5,2019,1,15,0.86,0.14
2019-01-10 16:00:00,28.9,2019,1,16,0.8440000000000001,0.15599999999999992
2019-01-10 17:00:00,28.7,2019,1,17,0.8520000000000001,0.1479999999999999
2019-01-11 08:00:00,12.9,2019,1,8,1.0,0.0
2019-01-11 09:00:00,14.6,2019,1,9,1.0,0.0
2019-01-11 10:00:00,17.4,2019,1,10,1.0,0.0
2019-01-11 11:00:00,19.9,2019,1,11,1.0,0.0
2019-01-11 12:00:00,23.2,2019,1,12,1.0,0.0
2019-01-11 13:00:00,25.5,2019,1,13,0.9624999999999999,0.03750000000000009
2019-01-11 14:00:00,27.2,2019,1,14,0.908,0.09199999999999997
2019-01-11 15:00:00,28.1,2019,1,15,0.876,0.124
2019-01-11 16:00:00,28.5,2019,1,16,0.86,0.14
2019-01-11 17:00:00,28.4,2019,1,17,0.8640000000000001,0.1359999999999999
2019-01-12 08:00:00,13.4,2019,1,8,1.0,0.0
2019-01-12 09:00:00,15.1,2019,1,9,1.0,0.0
2019-01-12 10:00:00,17.9,2019,1,10,1.0,0.0
2019-01-12 11:00:00,20.7,2019,1,11,1.0,0.0
2019-01-12 12:00:00,24.7,2019,1,12,0.9825,0.01749999999999996
2019-01-12 13:00:00,27.1,2019,1,13,0.9115,0.08850000000000002
2019-01-12 14:00:00,28.8,2019,1,14,0.848,0.15200000000000002
2019-01-12 15:00:00,29.8,2019,1,15,0.808,0.19199999999999995
2019-01-12 16:00:00,30.3,2019,1,16,0.785,0.21499999999999997
2019-01-12 17:00:00,30.2,2019,1,17,0.79,0.20999999999999996
2019-01-13 08:00:00,15.3,2019,1,8,1.0,0.0
2019-01-13 09:00:00,17.0,2019,1,9,1.0,0.0
2019-01-13 10:00:00,19.6,2019,1,10,1.0,0.0
2019-01-13 11:00:00,22.3,2019,1,11,1.0,0.0
2019-01-13 12:00:00,25.9,2019,1,12,0.9525,0.04749999999999999
2019-01-13 13:00:00,27.9,2019,1,13,0.8835000000000001,0.11649999999999994
2019-01-13 14:00:00,29.5,2019,1,14,0.8200000000000001,0.17999999999999994
2019-01-13 15:00:00,30.5,2019,1,15,0.775,0.22499999999999998
2019-01-13 16:00:00,31.2,2019,1,16,0.74,0.26
2019-01-13 17:00:00,31.4,2019,1,17,0.7300000000000001,0.2699999999999999
2019-01-14 08:00:00,17.1,2019,1,8,1.0,0.0
2019-01-14 09:00:00,18.8,2019,1,9,1.0,0.0
2019-01-14 10:00:00,20.6,2019,1,10,1.0,0.0
2019-01-14 11:00:00,23.1,2019,1,11,1.0,0.0
2019-01-14 12:00:00,26.2,2019,1,12,0.943,0.05700000000000005
2019-01-14 13:00:00,28.4,2019,1,13,0.8640000000000001,0.1359999999999999
2019-01-14 14:00:00,29.2,2019,1,14,0.8320000000000001,0.16799999999999993
2019-01-14 15:00:00,29.0,2019,1,15,0.8400000000000001,0.15999999999999992
2019-01-14 16:00:00,27.8,2019,1,16,0.887,0.11299999999999999
2019-01-14 17:00:00,26.1,2019,1,17,0.9464999999999999,0.0535000000000001
2019-01-15 08:00:00,13.9,2019,1,8,1.0,0.0
2019-01-15 09:00:00,15.2,2019,1,9,1.0,0.0
2019-01-15 10:00:00,17.6,2019,1,10,1.0,0.0
2019-01-15 11:00:00,20.6,2019,1,11,1.0,0.0
2019-01-15 12:00:00,23.6,2019,1,12,1.0,0.0
2019-01-15 13:00:00,25.6,2019,1,13,0.96,0.040000000000000036
2019-01-15 14:00:00,25.8,2019,1,14,0.955,0.04500000000000004
2019-01-15 15:00:00,25.1,2019,1,15,0.9724999999999999,0.02750000000000008
2019-01-15 16:00:00,24.5,2019,1,16,0.9875,0.012499999999999956
2019-01-15 17:00:00,23.6,2019,1,17,1.0,0.0
2019-01-16 08:00:00,13.7,2019,1,8,1.0,0.0
2019-01-16 09:00:00,15.3,2019,1,9,1.0,0.0
2019-01-16 10:00:00,18.2,2019,1,10,1.0,0.0
2019-01-16 11:00:00,21.0,2019,1,11,1.0,0.0
2019-01-16 12:00:00,24.4,2019,1,12,0.99,0.010000000000000009
2019-01-16 13:00:00,26.5,2019,1,13,0.9325,0.0675
2019-01-16 14:00:00,28.0,2019,1,14,0.88,0.12
2019-01-16 15:00:00,29.1,2019,1,15,0.836,0.16400000000000003
2019-01-16 16:00:00,29.5,2019,1,16,0.8200000000000001,0.17999999999999994
2019-01-16 17:00:00,29.4,2019,1,17,0.8240000000000001,0.17599999999999993
2019-01-17 08:00:00,15.3,2019,1,8,1.0,0.0
2019-01-17 09:00:00,16.6,2019,1,9,1.0,0.0
2019-01-17 10:00:00,18.8,2019,1,10,1.0,0.0
2019-01-17 11:00:00,21.0,2019,1,11,1.0,0.0
2019-01-17 12:00:00,23.4,2019,1,12,1.0,0.0
2019-01-17 13:00:00,24.4,2019,1,13,0.99,0.010000000000000009
2019-01-17 14:00:00,25.6,2019,1,14,0.96,0.040000000000000036
2019-01-17 15:00:00,26.9,2019,1,15,0.9185,0.08150000000000002
2019-01-17 16:00:00,27.4,2019,1,16,0.901,0.09899999999999998
2019-01-17 17:00:00,27.2,2019,1,17,0.908,0.09199999999999997
2019-01-18 08:00:00,14.6,2019,1,8,1.0,0.0
2019-01-18 09:00:00,15.5,2019,1,9,1.0,0.0
2019-01-18 10:00:00,17.2,2019,1,10,1.0,0.0
2019-01-18 11:00:00,19.1,2019,1,11,1.0,0.0
2019-01-18 12:00:00,21.0,2019,1,12,1.0,0.0
2019-01-18 13:00:00,22.3,2019,1,13,1.0,0.0
2019-01-18 14:00:00,23.3,2019,1,14,1.0,0.0
2019-01-18 15:00:00,23.9,2019,1,15,1.0,0.0
2019-01-18 16:00:00,24.1,2019,1,16,0.9974999999999999,0.0025000000000000577
2019-01-18 17:00:00,24.0,2019,1,17,1.0,0.0
2019-01-19 08:00:00,13.1,2019,1,8,1.0,0.0
2019-01-19 09:00:00,14.5,2019,1,9,1.0,0.0
2019-01-19 10:00:00,16.7,2019,1,10,1.0,0.0
2019-01-19 11:00:00,18.8,2019,1,11,1.0,0.0
2019-01-19 12:00:00,20.6,2019,1,12,1.0,0.0
2019-01-19 13:00:00,22.1,2019,1,13,1.0,0.0
2019-01-19 14:00:00,23.2,2019,1,14,1.0,0.0
2019-01-19 15:00:00,24.0,2019,1,15,1.0,0.0
2019-01-19 16:00:00,24.5,2019,1,16,0.9875,0.012499999999999956
2019-01-19 17:00:00,24.4,2019,1,17,0.99,0.010000000000000009
2019-01-20 08:00:00,12.1,2019,1,8,1.0,0.0
2019-01-20 09:00:00,13.6,2019,1,9,1.0,0.0
2019-01-20 10:00:00,16.0,2019,1,10,1.0,0.0
2019-01-20 11:00:00,18.5,2019,1,11,1.0,0.0
2019-01-20 12:00:00,21.8,2019,1,12,1.0,0.0
2019-01-20 13:00:00,23.8,2019,1,13,1.0,0.0
2019-01-20 14:00:00,24.8,2019,1,14,0.98,0.020000000000000018
2019-01-20 15:00:00,25.5,2019,1,15,0.9624999999999999,0.03750000000000009
2019-01-20 16:00:00,25.8,2019,1,16,0.955,0.04500000000000004
2019-01-20 17:00:00,25.6,2019,1,17,0.96,0.040000000000000036
2019-01-21 08:00:00,11.1,2019,1,8,1.0,0.0
2019-01-21 09:00:00,12.8,2019,1,9,1.0,0.0
2019-01-21 10:00:00,15.4,2019,1,10,1.0,0.0
2019-01-21 11:00:00,18.5,2019,1,11,1.0,0.0
2019-01-21 12:00:00,21.8,2019,1,12,1.0,0.0
2019-01-21 13:00:00,24.1,2019,1,13,0.9974999999999999,0.0025000000000000577
2019-01-21 14:00:00,25.5,2019,1,14,0.9624999999999999,0.03750000000000009
2019-01-21 15:00:00,26.4,2019,1,15,0.936,0.06399999999999995
2019-01-21 16:00:00,26.6,2019,1,16,0.9289999999999999,0.07100000000000006
2019-01-21 17:00:00,26.4,2019,1,17,0.936,0.06399999999999995
2019-01-22 08:00:00,13.6,2019,1,8,1.0,0.0
2019-01-22 09:00:00,15.0,2019,1,9,1.0,0.0
2019-01-22 10:00:00,17.3,2019,1,10,1.0,0.0
2019-01-22 11:00:00,19.5,2019,1,11,1.0,0.0
2019-01-22 12:00:00,22.1,2019,1,12,1.0,0.0
2019-01-22 13:00:00,23.9,2019,1,13,1.0,0.0
2019-01-22 14:00:00,25.0,2019,1,14,0.975,0.025000000000000022
2019-01-22 15:00:00,25.6,2019,1,15,0.96,0.040000000000000036
2019-01-22 16:00:00,25.7,2019,1,16,0.9575,0.04249999999999998
2019-01-22 17:00:00,25.5,2019,1,17,0.9624999999999999,0.03750000000000009
2019-01-23 08:00:00,13.9,2019,1,8,1.0,0.0
2019-01-23 09:00:00,15.4,2019,1,9,1.0,0.0
2019-01-23 10:00:00,17.1,2019,1,10,1.0,0.0
2019-01-23 11:00:00,19.4,2019,1,11,1.0,0.0
2019-01-23 12:00:00,21.9,2019,1,12,1.0,0.0
2019-01-23 13:00:00,23.6,2019,1,13,1.0,0.0
2019-01-23 14:00:00,25.0,2019,1,14,0.975,0.025000000000000022
2019-01-23 15:00:00,26.0,2019,1,15,0.95,0.050000000000000044
2019-01-23 16:00:00,26.4,2019,1,16,0.936,0.06399999999999995
2019-01-23 17:00:00,26.4,2019,1,17,0.936,0.06399999999999995
2019-01-24 08:00:00,12.1,2019,1,8,1.0,0.0
2019-01-24 09:00:00,14.0,2019,1,9,1.0,0.0
2019-01-24 10:00:00,17.1,2019,1,10,1.0,0.0
2019-01-24 11:00:00,20.2,2019,1,11,1.0,0.0
2019-01-24 12:00:00,23.2,2019,1,12,1.0,0.0
2019-01-24 13:00:00,25.2,2019,1,13,0.97,0.030000000000000027
2019-01-24 14:00:00,26.6,2019,1,14,0.9289999999999999,0.07100000000000006
2019-01-24 15:00:00,27.5,2019,1,15,0.8975,0.10250000000000004
2019-01-24 16:00:00,27.8,2019,1,16,0.887,0.11299999999999999
2019-01-24 17:00:00,27.4,2019,1,17,0.901,0.09899999999999998
2019-01-25 08:00:00,13.4,2019,1,8,1.0,0.0
2019-01-25 09:00:00,14.9,2019,1,9,1.0,0.0
2019-01-25 10:00:00,17.5,2019,1,10,1.0,0.0
2019-01-25 11:00:00,20.1,2019,1,11,1.0,0.0
2019-01-25 12:00:00,23.2,2019,1,12,1.0,0.0
2019-01-25 13:00:00,25.9,2019,1,13,0.9525,0.04749999999999999
2019-01-25 14:00:00,27.5,2019,1,14,0.8975,0.10250000000000004
2019-01-25 15:00:00,28.2,2019,1,15,0.872,0.128
2019-01-25 16:00:00,28.5,2019,1,16,0.86,0.14
2019-01-25 17:00:00,28.0,2019,1,17,0.88,0.12
2019-01-26 08:00:00,16.5,2019,1,8,1.0,0.0
2019-01-26 09:00:00,17.8,2019,1,9,1.0,0.0
2019-01-26 10:00:00,19.9,2019,1,10,1.0,0.0
2019-01-26 11:00:00,22.5,2019,1,11,1.0,0.0
2019-01-26 12:00:00,25.5,2019,1,12,0.9624999999999999,0.03750000000000009
2019-01-26 13:00:00,28.0,2019,1,13,0.88,0.12
2019-01-26 14:00:00,29.4,2019,1,14,0.8240000000000001,0.17599999999999993
2019-01-26 15:00:00,30.2,2019,1,15,0.79,0.20999999999999996
2019-01-26 16:00:00,30.3,2019,1,16,0.785,0.21499999999999997
2019-01-26 17:00:00,30.2,2019,1,17,0.79,0.20999999999999996
2019-01-27 08:00:00,18.3,2019,1,8,1.0,0.0
2019-01-27 09:00:00,19.7,2019,1,9,1.0,0.0
2019-01-27 10:00:00,21.6,2019,1,10,1.0,0.0
2019-01-27 11:00:00,23.7,2019,1,11,1.0,0.0
2019-01-27 12:00:00,27.1,2019,1,12,0.9115,0.08850000000000002
2019-01-27 13:00:00,28.5,2019,1,13,0.86,0.14
2019-01-27 14:00:00,30.0,2019,1,14,0.8,0.19999999999999996
2019-01-27 15:00:00,30.2,2019,1,15,0.79,0.20999999999999996
2019-01-27 16:00:00,30.6,2019,1,16,0.7699999999999999,0.2300000000000001
2019-01-27 17:00:00,30.0,2019,1,17,0.8,0.19999999999999996
2019-01-28 08:00:00,18.3,2019,1,8,1.0,0.0
2019-01-28 09:00:00,19.6,2019,1,9,1.0,0.0
2019-01-28 10:00:00,21.6,2019,1,10,1.0,0.0
2019-01-28 11:00:00,24.0,2019,1,11,1.0,0.0
2019-01-28 12:00:00,26.6,2019,1,12,0.9289999999999999,0.07100000000000006
2019-01-28 13:00:00,28.4,2019,1,13,0.8640000000000001,0.1359999999999999
2019-01-28 14:00:00,29.6,2019,1,14,0.816,0.18400000000000005
2019-01-28 15:00:00,30.4,2019,1,15,0.7800000000000001,0.21999999999999986
2019-01-28 16:00:00,30.5,2019,1,16,0.775,0.22499999999999998
2019-01-28 17:00:00,30.4,2019,1,17,0.7800000000000001,0.21999999999999986
2019-01-29 08:00:00,16.8,2019,1,8,1.0,0.0
2019-01-29 09:00:00,18.0,2019,1,9,1.0,0.0
2019-01-29 10:00:00,20.0,2019,1,10,1.0,0.0
2019-01-29 11:00:00,22.0,2019,1,11,1.0,0.0
2019-01-29 12:00:00,23.6,2019,1,12,1.0,0.0
2019-01-29 13:00:00,25.4,2019,1,13,0.965,0.03500000000000003
2019-01-29 14:00:00,26.5,2019,1,14,0.9325,0.0675
2019-01-29 15:00:00,27.4,2019,1,15,0.901,0.09899999999999998
2019-01-29 16:00:00,27.7,2019,1,16,0.8905000000000001,0.10949999999999993
2019-01-29 17:00:00,27.6,2019,1,17,0.8939999999999999,0.1060000000000001
2019-01-30 08:00:00,15.1,2019,1,8,1.0,0.0
2019-01-30 09:00:00,16.5,2019,1,9,1.0,0.0
2019-01-30 10:00:00,19.3,2019,1,10,1.0,0.0
2019-01-30 11:00:00,22.2,2019,1,11,1.0,0.0
2019-01-30 12:00:00,25.2,2019,1,12,0.97,0.030000000000000027
2019-01-30 13:00:00,27.4,2019,1,13,0.901,0.09899999999999998
2019-01-30 14:00:00,28.8,2019,1,14,0.848,0.15200000000000002
2019-01-30 15:00:00,29.6,2019,1,15,0.816,0.18400000000000005
2019-01-30 16:00:00,29.9,2019,1,16,0.804,0.19599999999999995
2019-01-30 17:00:00,29.8,2019,1,17,0.808,0.19199999999999995
2019-01-31 08:00:00,13.6,2019,1,8,1.0,0.0
2019-01-31 09:00:00,15.4,2019,1,9,1.0,0.0
2019-01-31 10:00:00,18.5,2019,1,10,1.0,0.0
2019-01-31 11:00:00,21.5,2019,1,11,1.0,0.0
2019-01-31 12:00:00,24.4,2019,1,12,0.99,0.010000000000000009
2019-01-31 13:00:00,26.8,2019,1,13,0.9219999999999999,0.07800000000000007
2019-01-31 14:00:00,28.5,2019,1,14,0.86,0.14
2019-01-31 15:00:00,29.6,2019,1,15,0.816,0.18400000000000005
2019-01-31 16:00:00,30.1,2019,1,16,0.7949999999999999,0.20500000000000007
2019-01-31 17:00:00,30.3,2019,1,17,0.785,0.21499999999999997
2019-02-01 08:00:00,15.4,2019,2,8,1.0,0.0
2019-02-01 09:00:00,17.0,2019,2,9,1.0,0.0
2019-02-01 10:00:00,19.5,2019,2,10,1.0,0.0
2019-02-01 11:00:00,22.1,2019,2,11,1.0,0.0
2019-02-01 12:00:00,25.5,2019,2,12,0.9624999999999999,0.03750000000000009
2019-02-01 13:00:00,27.5,2019,2,13,0.8975,0.10250000000000004
2019-02-01 14:00:00,28.8,2019,2,14,0.848,0.15200000000000002
2019-02-01 15:00:00,29.1,2019,2,15,0.836,0.16400000000000003
2019-02-01 16:00:00,28.9,2019,2,16,0.8440000000000001,0.15599999999999992
2019-02-01 17:00:00,27.9,2019,2,17,0.8835000000000001,0.11649999999999994
2019-02-02 08:00:00,14.9,2019,2,8,1.0,0.0
2019-02-02 09:00:00,16.1,2019,2,9,1.0,0.0
2019-02-02 10:00:00,18.2,2019,2,10,1.0,0.0
2019-02-02 11:00:00,20.4,2019,2,11,1.0,0.0
2019-02-02 12:00:00,23.2,2019,2,12,1.0,0.0
2019-02-02 13:00:00,25.1,2019,2,13,0.9724999999999999,0.02750000000000008
2019-02-02 14:00:00,26.5,2019,2,14,0.9325,0.0675
2019-02-02 15:00:00,27.4,2019,2,15,0.901,0.09899999999999998
2019-02-02 16:00:00,27.5,2019,2,16,0.8975,0.10250000000000004
2019-02-02 17:00:00,27.4,2019,2,17,0.901,0.09899999999999998
2019-02-03 08:00:00,16.6,2019,2,8,1.0,0.0
2019-02-03 09:00:00,17.7,2019,2,9,1.0,0.0
2019-02-03 10:00:00,19.8,2019,2,10,1.0,0.0
2019-02-03 11:00:00,21.8,2019,2,11,1.0,0.0
2019-02-03 12:00:00,23.6,2019,2,12,1.0,0.0
2019-02-03 13:00:00,25.5,2019,2,13,0.9624999999999999,0.03750000000000009
2019-02-03 14:00:00,26.8,2019,2,14,0.9219999999999999,0.07800000000000007
2019-02-03 15:00:00,27.6,2019,2,15,0.8939999999999999,0.1060000000000001
2019-02-03 16:00:00,28.0,2019,2,16,0.88,0.12
2019-02-03 17:00:00,27.7,2019,2,17,0.8905000000000001,0.10949999999999993
2019-02-04 08:00:00,14.1,2019,2,8,1.0,0.0
2019-02-04 09:00:00,15.6,2019,2,9,1.0,0.0
2019-02-04 10:00:00,17.9,2019,2,10,1.0,0.0
2019-02-04 11:00:00,20.5,2019,2,11,1.0,0.0
2019-02-04 12:00:00,22.9,2019,2,12,1.0,0.0
2019-02-04 13:00:00,24.9,2019,2,13,0.9775,0.022499999999999964
2019-02-04 14:00:00,26.4,2019,2,14,0.936,0.06399999999999995
2019-02-04 15:00:00,26.6,2019,2,15,0.9289999999999999,0.07100000000000006
2019-02-04 16:00:00,26.6,2019,2,16,0.9289999999999999,0.07100000000000006
2019-02-04 17:00:00,24.9,2019,2,17,0.9775,0.022499999999999964
2019-02-05 08:00:00,15.9,2019,2,8,1.0,0.0
2019-02-05 09:00:00,18.4,2019,2,9,1.0,0.0
2019-02-05 10:00:00,20.9,2019,2,10,1.0,0.0
2019-02-05 11:00:00,22.9,2019,2,11,1.0,0.0
2019-02-05 12:00:00,26.1,2019,2,12,0.9464999999999999,0.0535000000000001
2019-02-05 13:00:00,27.5,2019,2,13,0.8975,0.10250000000000004
2019-02-05 14:00:00,28.6,2019,2,14,0.856,0.14400000000000002
2019-02-05 15:00:00,29.4,2019,2,15,0.8240000000000001,0.17599999999999993
2019-02-05 16:00:00,29.9,2019,2,16,0.804,0.19599999999999995
2019-02-05 17:00:00,29.8,2019,2,17,0.808,0.19199999999999995
2019-02-06 08:00:00,17.0,2019,2,8,1.0,0.0
2019-02-06 09:00:00,18.1,2019,2,9,1.0,0.0
2019-02-06 10:00:00,19.6,2019,2,10,1.0,0.0
2019-02-06 11:00:00,21.9,2019,2,11,1.0,0.0
2019-02-06 12:00:00,23.9,2019,2,12,1.0,0.0
2019-02-06 13:00:00,26.1,2019,2,13,0.9464999999999999,0.0535000000000001
2019-02-06 14:00:00,27.5,2019,2,14,0.8975,0.10250000000000004
2019-02-06 15:00:00,28.4,2019,2,15,0.8640000000000001,0.1359999999999999
2019-02-06 16:00:00,28.9,2019,2,16,0.8440000000000001,0.15599999999999992
2019-02-06 17:00:00,29.0,2019,2,17,0.8400000000000001,0.15999999999999992
2019-02-07 08:00:00,17.4,2019,2,8,1.0,0.0
2019-02-07 09:00:00,18.5,2019,2,9,1.0,0.0
2019-02-07 10:00:00,20.1,2019,2,10,1.0,0.0
2019-02-07 11:00:00,22.1,2019,2,11,1.0,0.0
2019-02-07 12:00:00,24.6,2019,2,12,0.985,0.015000000000000013
2019-02-07 13:00:00,26.3,2019,2,13,0.9394999999999999,0.06050000000000011
2019-02-07 14:00:00,27.7,2019,2,14,0.8905000000000001,0.10949999999999993
2019-02-07 15:00:00,28.6,2019,2,15,0.856,0.14400000000000002
2019-02-07 16:00:00,29.1,2019,2,16,0.836,0.16400000000000003
2019-02-07 17:00:00,29.0,2019,2,17,0.8400000000000001,0.15999999999999992
2019-02-08 08:00:00,17.8,2019,2,8,1.0,0.0
2019-02-08 09:00:00,19.0,2019,2,9,1.0,0.0
2019-02-08 10:00:00,21.1,2019,2,10,1.0,0.0
2019-02-08 11:00:00,23.3,2019,2,11,1.0,0.0
2019-02-08 12:00:00,26.1,2019,2,12,0.9464999999999999,0.0535000000000001
2019-02-08 13:00:00,27.9,2019,2,13,0.8835000000000001,0.11649999999999994
2019-02-08 14:00:00,29.1,2019,2,14,0.836,0.16400000000000003
2019-02-08 15:00:00,30.1,2019,2,15,0.7949999999999999,0.20500000000000007
2019-02-08 16:00:00,30.4,2019,2,16,0.7800000000000001,0.21999999999999986
2019-02-08 17:00:00,30.1,2019,2,17,0.7949999999999999,0.20500000000000007
2019-02-09 08:00:00,19.2,2019,2,8,1.0,0.0
2019-02-09 09:00:00,20.4,2019,2,9,1.0,0.0
2019-02-09 10:00:00,21.6,2019,2,10,1.0,0.0
2019-02-09 11:00:00,23.5,2019,2,11,1.0,0.0
